,Unnamed: 0,t,m,j,u,Price
4832,4832,2019,sedhiou,Mutton,Kg,
4833,4833,2019,sedhiou,Mutton,Unit,
4834,4834,2019,sedhiou,Pork,Kg,
4835,4835,2019,sedhiou,Chicken meat,Sachet,
4836,4836,2019,sedhiou,Chicken meat,Unit,3500.0
4837,4837,2019,sedhiou,Vinegar/mustard,Bouteille de 1 Litre,500.0
4838,4838,2019,sedhiou,Vinegar/mustard,Bouteille de 25cl,150.0
4839,4839,2019,sedhiou,Vinegar/mustard,Bouteilles,275.0
4840,4840,2019,sedhiou,Vinegar/mustard,Litre,500.0
4841,4841,2019,sedhiou,Vinegar/mustard,Pot,500.0
4842,4842,2019,sedhiou,Vinegar/mustard,Sachet,25.0
4843,4843,2019,sedhiou,Vinegar/mustard,Tablespoon,500.0
4844,4844,2019,sedhiou,Vinegar/mustard,Teacup,100.0
4845,4845,2019,tambacounda,"Offal and tripe (liver, kidney, etc.)",Lakhass,100.0
4846,4846,2019,tambacounda,Garlic,Kg,1500.0
4847,4847,2019,tambacounda,Garlic,Sachet,25.0
4848,4848,2019,tambacounda,Garlic,Tas,100.0
4849,4849,2019,tambacounda,Garlic,Tranche,68.75
4850,4850,2019,tambacounda,Garlic,Unit,50.0
4851,4851,2019,tambacounda,Pineapple,Boite De Tomate/Pot,
4852,4852,2019,tambacounda,Pineapple,Unit,
4853,4853,2019,tambacounda,Roasted peanuts,Boite De Tomate/Pot,
4854,4854,2019,tambacounda,Roasted peanuts,Cornet,
4855,4855,2019,tambacounda,Roasted peanuts,Kg,
4856,4856,2019,tambacounda,Roasted peanuts,Sachet,25.0
4857,4857,2019,tambacounda,Roasted peanuts,Teacup,
4858,4858,2019,tambacounda,Shelled or pounded peanuts (noflaye),Boite De Tomate/Pot,287.5
4859,4859,2019,tambacounda,Shelled or pounded peanuts (noflaye),Boîte,
4860,4860,2019,tambacounda,Shelled or pounded peanuts (noflaye),Cup/Goblet,
4861,4861,2019,tambacounda,Shelled or pounded peanuts (noflaye),Kg,500.0
4862,4862,2019,tambacounda,Shelled or pounded peanuts (noflaye),Louche Traditionnelle,
4863,4863,2019,tambacounda,Shelled or pounded peanuts (noflaye),Sachet,100.0
4864,4864,2019,tambacounda,Shelled or pounded peanuts (noflaye),Teacup,50.0
4865,4865,2019,tambacounda,Fresh peanuts (in shells),Boite De Tomate/Pot,
4866,4866,2019,tambacounda,Fresh peanuts (in shells),Kg,
4867,4867,2019,tambacounda,Fresh peanuts (in shells),Sachet,
4868,4868,2019,tambacounda,Fresh peanuts (in shells),Teacup,
4869,4869,2019,tambacounda,Dried peanuts (in shells),Boite De Tomate/Pot,
4870,4870,2019,tambacounda,Dried peanuts (in shells),Calebasse,
4871,4871,2019,tambacounda,Dried peanuts (in shells),Kg,350.0
4872,4872,2019,tambacounda,Dried peanuts (in shells),Teacup,
4873,4873,2019,tambacounda,"Seasoning/flavoring (Maggi, Jumbo, etc.)",Bouteilles,
4874,4874,2019,tambacounda,"Seasoning/flavoring (Maggi, Jumbo, etc.)",Sachet,75.0
4875,4875,2019,tambacounda,Attiéké (cassava couscous),Sachet,
4876,4876,2019,tambacounda,"Eggplant, squash/zucchini",Kg,550.0
4877,4877,2019,tambacounda,"Eggplant, squash/zucchini",Morceau,50.0
4878,4878,2019,tambacounda,"Eggplant, squash/zucchini",Tas,100.0
4879,4879,2019,tambacounda,"Eggplant, squash/zucchini",Tranche,
4880,4880,2019,tambacounda,"Eggplant, squash/zucchini",Unit,50.0
4881,4881,2019,tambacounda,Other fresh vegetables n.e.c. (including white hibiscus flowers),Boite De Tomate/Pot,
4882,4882,2019,tambacounda,Other fresh vegetables n.e.c. (including white hibiscus flowers),Bol,
4883,4883,2019,tambacounda,Other fresh vegetables n.e.c. (including white hibiscus flowers),Sachet,
4884,4884,2019,tambacounda,Other fresh vegetables n.e.c. (including white hibiscus flowers),Tas,25.0
4885,4885,2019,tambacounda,"Other condiments (pepper, etc.)",Sachet,25.0
4886,4886,2019,tambacounda,"Other condiments (pepper, etc.)",Tablespoon,2000.0
4887,4887,2019,tambacounda,Other cereals,Kg,
4888,4888,2019,tambacounda,Other cereal flours,Louche Traditionnelle,
4889,4889,2019,tambacounda,"Other fruits (apples, grapes, etc.)",Sachet,
4890,4890,2019,tambacounda,"Other fruits (apples, grapes, etc.)",Unit,200.0
4891,4891,2019,tambacounda,Other dried vegetables n.e.c.,Sachet,50.0
4892,4892,2019,tambacounda,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Kg,1700.0
4893,4893,2019,tambacounda,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Tas,1000.0
4894,4894,2019,tambacounda,"Other smoked fish (smoked kong, smoked yaboy/obo)",Kg,2000.0
4895,4895,2019,tambacounda,"Other smoked fish (smoked kong, smoked yaboy/obo)",Tas,166.6666667
4896,4896,2019,tambacounda,"Other smoked fish (smoked kong, smoked yaboy/obo)",Unit,150.0
4897,4897,2019,tambacounda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Paquet,100.0
4898,4898,2019,tambacounda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Pot,
4899,4899,2019,tambacounda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Sachet,100.0
4900,4900,2019,tambacounda,Other meats n.e.c.,Kg,
4901,4901,2019,tambacounda,Sweet banana,Kg,600.0
4902,4902,2019,tambacounda,Sweet banana,Régime,
4903,4903,2019,tambacounda,Sweet banana,Tas,200.0
4904,4904,2019,tambacounda,Sweet banana,Unit,75.0
4905,4905,2019,tambacounda,"Fritters, flatbreads",Kg,
4906,4906,2019,tambacounda,"Fritters, flatbreads",Sachet,100.0
4907,4907,2019,tambacounda,"Fritters, flatbreads",Unit,
4908,4908,2019,tambacounda,Butter,Morceau,50.0
4909,4909,2019,tambacounda,Butter,Pot,1000.0
4910,4910,2019,tambacounda,Butter,Sachet,50.0
4911,4911,2019,tambacounda,Butter,Seau,6000.0
4912,4912,2019,tambacounda,Butter,Tablespoon,25.0
4913,4913,2019,tambacounda,Butter,Tablette,600.0
4914,4914,2019,tambacounda,Butter,Teaspoon,800.0
4915,4915,2019,tambacounda,Shea butter,Boite De Tomate/Pot,1000.0
4916,4916,2019,tambacounda,Shea butter,Boule (Dankk),
4917,4917,2019,tambacounda,Shea butter,Morceau,
4918,4918,2019,tambacounda,Shea butter,Sachet,
4919,4919,2019,tambacounda,Cookies/biscuits,Paquet,50.0
4920,4920,2019,tambacounda,Cookies/biscuits,Sachet,50.0
4921,4921,2019,tambacounda,"Traditional beers/wines (soum soum, sung, palm wine, etc.)",Bouteilles,250.0
4922,4922,2019,tambacounda,"Traditional beers/wines (soum soum, sung, palm wine, etc.)",Litre,300.0
4923,4923,2019,tambacounda,Industrial beers,Canette,700.0
4924,4924,2019,tambacounda,Industrial beers,Litre,1200.0
4925,4925,2019,tambacounda,"Soft drinks (Coke, etc.)","Bouteille de 1,5 L",775.0
4926,4926,2019,tambacounda,"Soft drinks (Coke, etc.)",Bouteille de 1L,
4927,4927,2019,tambacounda,"Soft drinks (Coke, etc.)",Bouteille de 25cl,
4928,4928,2019,tambacounda,"Soft drinks (Coke, etc.)",Canette,300.0
4929,4929,2019,tambacounda,Coffee,Boîte,900.0
4930,4930,2019,tambacounda,Coffee,Kg,1450.0
4931,4931,2019,tambacounda,Coffee,Sachet,50.0
4932,4932,2019,tambacounda,Coffee,Teacup,
4933,4933,2019,tambacounda,Coffee,Teaspoon,750.0
4934,4934,2019,tambacounda,Sugarcane,Morceau,
4935,4935,2019,tambacounda,Sugarcane,Unit,
4936,4936,2019,tambacounda,"Caramel, candy, sweets, etc.",Sachet,
4937,4937,2019,tambacounda,"Caramel, candy, sweets, etc.",Unit,50.0
4938,4938,2019,tambacounda,Carrot,Kg,400.0
4939,4939,2019,tambacounda,Carrot,Morceau,75.0
4940,4940,2019,tambacounda,Carrot,Tas,100.0
4941,4941,2019,tambacounda,Carrot,Tranche,
4942,4942,2019,tambacounda,Carrot,Unit,50.0
4943,4943,2019,tambacounda,"Cold cuts (ham, sausage), canned meats",Sachet,1400.0
4944,4944,2019,tambacounda,Cocoa powder,Sachet,
4945,4945,2019,tambacounda,Chocolate bars/spreads,Pot,900.0
4946,4946,2019,tambacounda,Chocolate bars/spreads,Tablespoon,487.5
4947,4947,2019,tambacounda,Cabbage,Kg,400.0
4948,4948,2019,tambacounda,Cabbage,Morceau,100.0
4949,4949,2019,tambacounda,Cabbage,Tas,100.0
4950,4950,2019,tambacounda,Cabbage,Unit,100.0
4951,4951,2019,tambacounda,Lemons,Bouteille de 1 Litre,
4952,4952,2019,tambacounda,Lemons,Kg,500.0
4953,4953,2019,tambacounda,Lemons,Litre,600.0
4954,4954,2019,tambacounda,Lemons,Sachet,100.0
4955,4955,2019,tambacounda,Lemons,Tas,100.0
4956,4956,2019,tambacounda,Lemons,Unit,800.0
4957,4957,2019,tambacounda,Tomato paste,Boite De Tomate/Pot,2500.0
4958,4958,2019,tambacounda,Tomato paste,Kg,1400.0
4959,4959,2019,tambacounda,Tomato paste,Sachet,100.0
4960,4960,2019,tambacounda,Tomato paste,Seau,300.0
4961,4961,2019,tambacounda,Tomato paste,Tablespoon,325.0
4962,4962,2019,tambacounda,Cucumber,Morceau,
4963,4963,2019,tambacounda,Cucumber,Tas,
4964,4964,2019,tambacounda,Cucumber,Unit,150.0
4965,4965,2019,tambacounda,Canned fish,Boîte,
4966,4966,2019,tambacounda,Croissants,Unit,300.0
4967,4967,2019,tambacounda,"Bouillon cubes (Maggi, Jumbo, etc.)",Bol,1125.0
4968,4968,2019,tambacounda,"Bouillon cubes (Maggi, Jumbo, etc.)",Cube,25.0
4969,4969,2019,tambacounda,"Bouillon cubes (Maggi, Jumbo, etc.)",Sachet,100.0
4970,4970,2019,tambacounda,Dates,Barquette,900.0
4971,4971,2019,tambacounda,Dates,Kg,1200.0
4972,4972,2019,tambacounda,Dates,Sachet,100.0
4973,4973,2019,tambacounda,Mineral/filtered water,"Bouteille de 1,5 L",400.0
4974,4974,2019,tambacounda,Mineral/filtered water,Bouteille de 10L,1000.0
4975,4975,2019,tambacounda,Mineral/filtered water,Bouteille de 5L,
4976,4976,2019,tambacounda,Mineral/filtered water,Sachet,
4977,4977,2019,tambacounda,Local or imported wheat flour,Kg,7125.0
4978,4978,2019,tambacounda,Local or imported wheat flour,Sachet,150.0
4979,4979,2019,tambacounda,Corn flour,Boite De Tomate/Pot,250.0
4980,4980,2019,tambacounda,Corn flour,Kg,250.0
4981,4981,2019,tambacounda,Corn flour,Sac (50 Kg),
4982,4982,2019,tambacounda,Corn flour,Sachet,
4983,4983,2019,tambacounda,Millet flour,Boite De Tomate/Pot,200.0
4984,4984,2019,tambacounda,Millet flour,Kg,250.0
4985,4985,2019,tambacounda,Millet flour,Sachet,
4986,4986,2019,tambacounda,Sorrel leaves (bissap),Boite De Tomate/Pot,
4987,4987,2019,tambacounda,Sorrel leaves (bissap),Bol,50.0
4988,4988,2019,tambacounda,Sorrel leaves (bissap),Tas,50.0
4989,4989,2019,tambacounda,Baobab leaves (lalo),Boite De Tomate/Pot,500.0
4990,4990,2019,tambacounda,Baobab leaves (lalo),Kg,700.0
4991,4991,2019,tambacounda,Baobab leaves (lalo),Louche Traditionnelle,
4992,4992,2019,tambacounda,Baobab leaves (lalo),Sachet,50.0
4993,4993,2019,tambacounda,Bean/cowpea leaves,Boite De Tomate/Pot,400.0
4994,4994,2019,tambacounda,Bean/cowpea leaves,Sachet,
4995,4995,2019,tambacounda,Bean/cowpea leaves,Tas,50.0
4996,4996,2019,tambacounda,"Cassava leaves, taro leaves, and other greens",Boite De Tomate/Pot,
4997,4997,2019,tambacounda,"Cassava leaves, taro leaves, and other greens",Sachet,
4998,4998,2019,tambacounda,"Cassava leaves, taro leaves, and other greens",Tas,50.0
4999,4999,2019,tambacounda,Moringa leaves,Boite De Tomate/Pot,
5000,5000,2019,tambacounda,Moringa leaves,Sachet,
5001,5001,2019,tambacounda,Moringa leaves,Tas,175.0
5002,5002,2019,tambacounda,Fonio,Kg,2000.0
5003,5003,2019,tambacounda,Cheese,Morceau,
5004,5004,2019,tambacounda,Cheese,Unit,1200.0
5005,5005,2019,tambacounda,Game (wild meats),Tas,350.0
5006,5006,2019,tambacounda,Ginger,Kg,1350.0
5007,5007,2019,tambacounda,Ginger,Sachet,100.0
5008,5008,2019,tambacounda,Ginger,Tas,100.0
5009,5009,2019,tambacounda,Fresh okra,Boite De Tomate/Pot,100.0
5010,5010,2019,tambacounda,Fresh okra,Kg,700.0
5011,5011,2019,tambacounda,Fresh okra,Sachet,100.0
5012,5012,2019,tambacounda,Fresh okra,Seau,
5013,5013,2019,tambacounda,Fresh okra,Tas,100.0
5014,5014,2019,tambacounda,Fresh okra,Unit,50.0
5015,5015,2019,tambacounda,Dried okra,Boite De Tomate/Pot,200.0
5016,5016,2019,tambacounda,Dried okra,Cup/Goblet,500.0
5017,5017,2019,tambacounda,Dried okra,Sachet,50.0
5018,5018,2019,tambacounda,Cakes,Sachet,2500.0
5019,5019,2019,tambacounda,Green beans,Kg,
5020,5020,2019,tambacounda,Green beans,Tas,
5021,5021,2019,tambacounda,Refined peanut oil,"12,5cl(Demi Walatt)",
5022,5022,2019,tambacounda,Refined peanut oil,Boite De Tomate/Pot,
5023,5023,2019,tambacounda,Refined peanut oil,Bouteille de 25cl,300.0
5024,5024,2019,tambacounda,Refined peanut oil,Demi Litre,400.0
5025,5025,2019,tambacounda,Refined peanut oil,Litre,1000.0
5026,5026,2019,tambacounda,Refined peanut oil,Quart De Litre,225.0
5027,5027,2019,tambacounda,Refined peanut oil,Sachet,175.0
5028,5028,2019,tambacounda,Refined peanut oil,Verre,13000.0
5029,5029,2019,tambacounda,"Traditional peanut oil (""ségal"")",Cup/Goblet,250.0
5030,5030,2019,tambacounda,"Traditional peanut oil (""ségal"")",Litre,800.0
5031,5031,2019,tambacounda,"Traditional peanut oil (""ségal"")",Quart De Litre,237.5
5032,5032,2019,tambacounda,Cottonseed oil,Quart De Litre,250.0
5033,5033,2019,tambacounda,Cottonseed oil,Sachet,
5034,5034,2019,tambacounda,Refined palm oil,Bouteille de 25cl,
5035,5035,2019,tambacounda,Refined palm oil,Cup/Goblet,
5036,5036,2019,tambacounda,Refined palm oil,Demi Litre,
5037,5037,2019,tambacounda,Refined palm oil,Litre,
5038,5038,2019,tambacounda,Refined palm oil,Quart De Litre,
5039,5039,2019,tambacounda,Red palm oil,"12,5cl(Demi Walatt)",300.0
5040,5040,2019,tambacounda,Red palm oil,Boite De Tomate/Pot,300.0
5041,5041,2019,tambacounda,Red palm oil,Bouteille de 50 cl,500.0
5042,5042,2019,tambacounda,Red palm oil,Cup/Goblet,575.0
5043,5043,2019,tambacounda,Red palm oil,Demi Litre,550.0
5044,5044,2019,tambacounda,Red palm oil,Litre,1000.0
5045,5045,2019,tambacounda,Red palm oil,Louche Traditionnelle,
5046,5046,2019,tambacounda,Red palm oil,Quart De Litre,237.5
5047,5047,2019,tambacounda,Red palm oil,Sachet,175.0
5048,5048,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Boite De Tomate/Pot,
5049,5049,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 1 Litre,1200.0
5050,5050,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 25cl,
5051,5051,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 5 Litres,5000.0
5052,5052,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Demi Litre,500.0
5053,5053,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Litre,1000.0
5054,5054,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Quart De Litre,250.0
5055,5055,2019,tambacounda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Sachet,637.5
5056,5056,2019,tambacounda,Yam,Kg,500.0
5057,5057,2019,tambacounda,Yam,Morceau,50.0
5058,5058,2019,tambacounda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 1L,
5059,5059,2019,tambacounda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 33cl,
5060,5060,2019,tambacounda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Brique Carton,1000.0
5061,5061,2019,tambacounda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Litre,500.0
5062,5062,2019,tambacounda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Sachet,100.0
5063,5063,2019,tambacounda,Powdered juice,Sachet,100.0
5064,5064,2019,tambacounda,"Curdled milk, yogurt",Boite De Tomate/Pot,400.0
5065,5065,2019,tambacounda,"Curdled milk, yogurt",Cup/Goblet,
5066,5066,2019,tambacounda,"Curdled milk, yogurt",Litre,
5067,5067,2019,tambacounda,"Curdled milk, yogurt",Louche Traditionnelle,50.0
5068,5068,2019,tambacounda,"Curdled milk, yogurt",Sachet,100.0
5069,5069,2019,tambacounda,"Curdled milk, yogurt",Seau,
5070,5070,2019,tambacounda,Unsweetened condensed milk,Boîte,1000.0
5071,5071,2019,tambacounda,Unsweetened condensed milk,Tas,200.0
5072,5072,2019,tambacounda,Sweetened condensed milk,Boîte,
5073,5073,2019,tambacounda,Powdered milk,Kg,2500.0
5074,5074,2019,tambacounda,Powdered milk,Paquet,1500.0
5075,5075,2019,tambacounda,Powdered milk,Sachet,100.0
5076,5076,2019,tambacounda,Powdered milk,Tablespoon,2500.0
5077,5077,2019,tambacounda,Powdered milk,Teaspoon,1700.0
5078,5078,2019,tambacounda,Baby milk and cereals,Paquet,850.0
5079,5079,2019,tambacounda,Baby milk and cereals,Sachet,
5080,5080,2019,tambacounda,Baby milk and cereals,Tablespoon,2450.0
5081,5081,2019,tambacounda,Fresh milk,Boite De Tomate/Pot,
5082,5082,2019,tambacounda,Fresh milk,Cup/Goblet,
5083,5083,2019,tambacounda,Fresh milk,Litre,237.5
5084,5084,2019,tambacounda,Fresh milk,Quart De Litre,
5085,5085,2019,tambacounda,Fresh milk,Sachet,100.0
5086,5086,2019,tambacounda,Mango,Kg,475.0
5087,5087,2019,tambacounda,Mango,Sachet,500.0
5088,5088,2019,tambacounda,Mango,Seau,500.0
5089,5089,2019,tambacounda,Mango,Unit,56.25
5090,5090,2019,tambacounda,Cassava,Kg,500.0
5091,5091,2019,tambacounda,Cassava,Morceau,100.0
5092,5092,2019,tambacounda,Cassava,Tas,150.0
5093,5093,2019,tambacounda,Cassava,Unit,500.0
5094,5094,2019,tambacounda,Mayonnaise,Pot,1000.0
5095,5095,2019,tambacounda,Mayonnaise,Sachet,75.0
5096,5096,2019,tambacounda,Mayonnaise,Tablespoon,
5097,5097,2019,tambacounda,Mayonnaise,Teaspoon,700.0
5098,5098,2019,tambacounda,Maize (grain),Boite De Tomate/Pot,10000.0
5099,5099,2019,tambacounda,Maize (grain),Kg,250.0
5100,5100,2019,tambacounda,Corn on the cob,Tas,250.0
5101,5101,2019,tambacounda,Corn on the cob,Unit,
5102,5102,2019,tambacounda,Honey,Bouteilles,
5103,5103,2019,tambacounda,Honey,Litre,2000.0
5104,5104,2019,tambacounda,Honey,Sachet,
5105,5105,2019,tambacounda,Honey,Tablespoon,2500.0
5106,5106,2019,tambacounda,Millet,Boite De Tomate/Pot,250.0
5107,5107,2019,tambacounda,Millet,Kg,250.0
5108,5108,2019,tambacounda,Millet,Sachet,
5109,5109,2019,tambacounda,Dried cowpeas/beans,Boite De Tomate/Pot,
5110,5110,2019,tambacounda,Dried cowpeas/beans,Boîte,3000.0
5111,5111,2019,tambacounda,Dried cowpeas/beans,Cup/Goblet,
5112,5112,2019,tambacounda,Dried cowpeas/beans,Kg,500.0
5113,5113,2019,tambacounda,Dried cowpeas/beans,Sachet,100.0
5114,5114,2019,tambacounda,Dried cowpeas/beans,Teacup,
5115,5115,2019,tambacounda,Coconut,Unit,
5116,5116,2019,tambacounda,Kola nuts,Cornet,
5117,5117,2019,tambacounda,Kola nuts,Kg,
5118,5118,2019,tambacounda,Kola nuts,Sachet,
5119,5119,2019,tambacounda,Kola nuts,Tas,250.0
5120,5120,2019,tambacounda,Kola nuts,Unit,50.0
5121,5121,2019,tambacounda,Eggs,Demi Tablette,1500.0
5122,5122,2019,tambacounda,Eggs,Sachet,
5123,5123,2019,tambacounda,Eggs,Tablette (30),
5124,5124,2019,tambacounda,Eggs,Tas,
5125,5125,2019,tambacounda,Eggs,Unit,100.0
5126,5126,2019,tambacounda,Fresh onion,Filet (1 Kg),
5127,5127,2019,tambacounda,Fresh onion,Kg,400.0
5128,5128,2019,tambacounda,Fresh onion,Morceau,
5129,5129,2019,tambacounda,Fresh onion,Tas,150.0
5130,5130,2019,tambacounda,Fresh onion,Unit,50.0
5131,5131,2019,tambacounda,Orange,Kg,1350.0
5132,5132,2019,tambacounda,Orange,Sachet,
5133,5133,2019,tambacounda,Orange,Tas,500.0
5134,5134,2019,tambacounda,Orange,Unit,200.0
5135,5135,2019,tambacounda,Modern bread,Demi-Miche,87.5
5136,5136,2019,tambacounda,Modern bread,Miche,175.0
5137,5137,2019,tambacounda,Modern bread,Tiers de Miche,
5138,5138,2019,tambacounda,Traditional bread,Demi-Miche,100.0
5139,5139,2019,tambacounda,Traditional bread,Miche,100.0
5140,5140,2019,tambacounda,Traditional bread,Quart de Miche,50.0
5141,5141,2019,tambacounda,"Watermelon, melon",Tranche,
5142,5142,2019,tambacounda,"Watermelon, melon",Unit,
5143,5143,2019,tambacounda,Sweet potato,Kg,500.0
5144,5144,2019,tambacounda,Sweet potato,Morceau,50.0
5145,5145,2019,tambacounda,Sweet potato,Tas,100.0
5146,5146,2019,tambacounda,Sweet potato,Unit,50.0
5147,5147,2019,tambacounda,Dried peas,Kg,
5148,5148,2019,tambacounda,Canned peas,Boite De Tomate/Pot,
5149,5149,2019,tambacounda,Canned peas,Boîte,300.0
5150,5150,2019,tambacounda,Canned peas,Sachet,
5151,5151,2019,tambacounda,Chili pepper,Kg,2250.0
5152,5152,2019,tambacounda,Chili pepper,Sachet,50.0
5153,5153,2019,tambacounda,Chili pepper,Tas,75.0
5154,5154,2019,tambacounda,Chili pepper,Unit,25.0
5155,5155,2019,tambacounda,"Fresh fish (thiof/seudd, barracuda)",Kg,2500.0
5156,5156,2019,tambacounda,"Fresh fish (thiof/seudd, barracuda)",Morceau,1500.0
5157,5157,2019,tambacounda,"Fresh fish (thiof/seudd, barracuda)",Tas,1500.0
5158,5158,2019,tambacounda,Fresh fish (wass),Kg,1000.0
5159,5159,2019,tambacounda,Fresh fish (wass),Tas,500.0
5160,5160,2019,tambacounda,Fresh fish (wass),Unit,1300.0
5161,5161,2019,tambacounda,Fresh sardine (yaboy or obo),Kg,500.0
5162,5162,2019,tambacounda,Fresh sardine (yaboy or obo),Tas,500.0
5163,5163,2019,tambacounda,Fresh sardine (yaboy or obo),Unit,166.6666667
5164,5164,2019,tambacounda,Smoked sardine (kétiakh),Cornet,100.0
5165,5165,2019,tambacounda,Smoked sardine (kétiakh),Kg,650.0
5166,5166,2019,tambacounda,Smoked sardine (kétiakh),Sachet,100.0
5167,5167,2019,tambacounda,Smoked sardine (kétiakh),Tas,100.0
5168,5168,2019,tambacounda,Smoked sardine (kétiakh),Unit,100.0
5169,5169,2019,tambacounda,"Dried fish (tambadiang, kong, etc.)",Kg,1000.0
5170,5170,2019,tambacounda,"Dried fish (tambadiang, kong, etc.)",Morceau,50.0
5171,5171,2019,tambacounda,"Dried fish (tambadiang, kong, etc.)",Tas,100.0
5172,5172,2019,tambacounda,"Dried fish (tambadiang, kong, etc.)",Unit,75.0
5173,5173,2019,tambacounda,Fresh bell pepper,Kg,50.0
5174,5174,2019,tambacounda,Fresh bell pepper,Tas,112.5
5175,5175,2019,tambacounda,Fresh bell pepper,Tranche,50.0
5176,5176,2019,tambacounda,Fresh bell pepper,Unit,50.0
5177,5177,2019,tambacounda,Potato,Kg,500.0
5178,5178,2019,tambacounda,Potato,Tas,100.0
5179,5179,2019,tambacounda,Potato,Unit,75.0
5180,5180,2019,tambacounda,Live chicken,Unit,2500.0
5181,5181,2019,tambacounda,Peanut paste,Kg,800.0
5182,5182,2019,tambacounda,Peanut paste,Sachet,200.0
5183,5183,2019,tambacounda,Peanut paste,Seau,3500.0
5184,5184,2019,tambacounda,Peanut paste,Tablespoon,2750.0
5185,5185,2019,tambacounda,Pasta,Kg,800.0
5186,5186,2019,tambacounda,Pasta,Paquet,325.0
5187,5187,2019,tambacounda,Pasta,Sachet,250.0
5188,5188,2019,tambacounda,Imported broken rice,Boite De Tomate/Pot,13500.0
5189,5189,2019,tambacounda,Imported broken rice,Kg,300.0
5190,5190,2019,tambacounda,Imported broken rice,Sac (50 Kg),17000.0
5191,5191,2019,tambacounda,Imported whole rice,Boite De Tomate/Pot,10500.0
5192,5192,2019,tambacounda,Imported whole rice,Kg,300.0
5193,5193,2019,tambacounda,Local broken rice,Boite De Tomate/Pot,13500.0
5194,5194,2019,tambacounda,Local broken rice,Kg,300.0
5195,5195,2019,tambacounda,Local whole rice,Boite De Tomate/Pot,6150.0
5196,5196,2019,tambacounda,Local whole rice,Kg,360.0
5197,5197,2019,tambacounda,Lettuce/salad greens,Tas,200.0
5198,5198,2019,tambacounda,Lettuce/salad greens,Unit,150.0
5199,5199,2019,tambacounda,Salt,Boite De Tomate/Pot,1000.0
5200,5200,2019,tambacounda,Salt,Boîte,
5201,5201,2019,tambacounda,Salt,Kg,600.0
5202,5202,2019,tambacounda,Salt,Sac,
5203,5203,2019,tambacounda,Salt,Sac (25 Kg),
5204,5204,2019,tambacounda,Salt,Sachet,50.0
5205,5205,2019,tambacounda,Salt,Tablespoon,500.0
5206,5206,2019,tambacounda,Sorghum,Boite De Tomate/Pot,300.0
5207,5207,2019,tambacounda,Sorghum,Kg,300.0
5208,5208,2019,tambacounda,Soumbala (fermented locust beans),Boule (Dankk),50.0
5209,5209,2019,tambacounda,Soumbala (fermented locust beans),Kg,
5210,5210,2019,tambacounda,Soumbala (fermented locust beans),Sachet,50.0
5211,5211,2019,tambacounda,Soumbala (fermented locust beans),Tas,100.0
5212,5212,2019,tambacounda,Soumbala (fermented locust beans),Unit,
5213,5213,2019,tambacounda,Sugar (powdered or lumps),Kg,600.0
5214,5214,2019,tambacounda,Sugar (powdered or lumps),Paquet (1 Kg),500.0
5215,5215,2019,tambacounda,Sugar (powdered or lumps),Sachet,100.0
5216,5216,2019,tambacounda,Sugar (powdered or lumps),Teacup,
5217,5217,2019,tambacounda,Sugar (powdered or lumps),Unit,
5218,5218,2019,tambacounda,Tea,Kg,1000.0
5219,5219,2019,tambacounda,Tea,Paquet,100.0
5220,5220,2019,tambacounda,Tea,Sachet,100.0
5221,5221,2019,tambacounda,Tea,Teacup,1000.0
5222,5222,2019,tambacounda,Fresh tomato,Boite De Tomate/Pot,325.0
5223,5223,2019,tambacounda,Fresh tomato,Kg,400.0
5224,5224,2019,tambacounda,Fresh tomato,Sachet,100.0
5225,5225,2019,tambacounda,Fresh tomato,Tas,50.0
5226,5226,2019,tambacounda,Fresh tomato,Unit,150.0
5227,5227,2019,tambacounda,Meat of other domestic poultry,Unit,
5228,5228,2019,tambacounda,Beef,Kg,2400.0
5229,5229,2019,tambacounda,Beef,Tas,1200.0
5230,5230,2019,tambacounda,Goat meat,Kg,2500.0
5231,5231,2019,tambacounda,Goat meat,Tas,2166.666667
5232,5232,2019,tambacounda,Goat meat,Unit,
5233,5233,2019,tambacounda,Mutton,Kg,2450.0
5234,5234,2019,tambacounda,Mutton,Tas,1200.0
5235,5235,2019,tambacounda,Mutton,Unit,
