i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
133911,2018,thies,5,9,7,4,3,3,4,5,0,1,0,0,1,3,2,1,1,1,3.218875825
133912,2018,thies,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1.386294361
13392,2018,thies,2,1,6,1,4,0,1,1,1,0,0,0,0,2,0,0,1,0,2.302585093
13393,2018,thies,2,2,5,1,2,1,2,0,1,1,1,0,0,0,0,2,0,0,2.302585093
13394,2018,thies,3,2,2,2,1,0,1,1,0,0,0,1,0,1,1,1,1,1,2.197224577
13395,2018,thies,2,0,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1.945910149
13396,2018,thies,3,2,2,3,2,1,0,0,0,0,0,1,2,1,1,1,0,1,2.302585093
13397,2018,thies,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289
13398,2018,thies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13399,2018,thies,3,3,0,1,0,0,0,2,0,1,0,1,0,0,0,1,1,1,1.945910149
134,2018,dakar,5,1,0,2,0,0,0,0,0,0,0,1,1,2,0,1,1,2,2.079441542
13411,2018,thies,2,3,2,4,0,0,2,1,0,2,1,0,1,0,2,2,0,0,2.397895273
134110,2018,thies,3,2,2,2,1,0,1,2,0,0,0,0,1,1,0,1,1,1,2.197224577
134111,2018,thies,4,5,2,2,1,2,1,0,0,3,0,0,0,1,2,1,0,2,2.564949357
134112,2018,thies,2,1,2,4,0,1,2,0,0,0,0,0,2,1,1,0,1,1,2.197224577
13412,2018,thies,3,3,2,3,0,1,2,2,0,0,0,0,0,1,3,1,0,1,2.397895273
13413,2018,thies,5,3,3,1,1,0,1,1,1,1,0,1,0,3,0,2,1,0,2.48490665
13414,2018,thies,3,2,1,3,0,2,0,0,0,0,1,0,1,1,1,1,1,1,2.197224577
13415,2018,thies,3,1,4,2,1,0,3,0,0,1,0,0,0,1,1,1,1,1,2.302585093
13416,2018,thies,1,1,0,3,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1.609437912
13417,2018,thies,1,5,5,3,2,1,1,3,1,1,2,0,1,0,1,1,0,0,2.63905733
13418,2018,thies,3,2,1,1,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1.945910149
13419,2018,thies,2,0,1,4,0,0,0,0,0,0,1,0,3,1,0,1,1,0,1.945910149
13431,2018,louga,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.098612289
134310,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
134311,2018,louga,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
134312,2018,louga,5,1,3,2,0,0,1,0,1,0,1,1,1,2,0,2,1,1,2.397895273
13432,2018,louga,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1.386294361
13433,2018,louga,3,5,3,2,0,0,1,1,1,3,1,1,1,1,1,1,0,1,2.564949357
13434,2018,louga,5,3,0,3,0,1,0,1,0,1,0,1,2,3,0,1,1,0,2.397895273
13435,2018,louga,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
13436,2018,louga,3,2,2,4,0,0,1,1,0,1,2,0,2,2,0,0,1,1,2.397895273
13437,2018,louga,3,1,4,2,0,0,1,0,2,1,1,0,0,1,1,1,1,1,2.302585093
13438,2018,louga,7,3,1,3,1,0,0,2,0,1,1,0,1,2,0,3,1,2,2.63905733
13439,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
13451,2018,louga,6,2,2,1,0,1,2,0,0,1,0,0,0,3,1,2,0,1,2.397895273
134510,2018,louga,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289
134511,2018,louga,8,7,2,5,1,4,1,3,0,0,0,0,2,4,2,1,1,3,3.091042453
134512,2018,louga,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
13452,2018,louga,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
13453,2018,louga,1,0,3,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912
13454,2018,louga,4,2,5,6,1,0,2,0,1,1,1,1,5,1,0,2,1,1,2.833213344
13455,2018,louga,3,0,1,5,1,0,0,0,0,0,1,0,3,1,1,0,0,2,2.197224577
13456,2018,louga,5,9,4,2,0,1,2,2,2,3,1,3,0,0,0,2,1,3,2.995732274
13457,2018,louga,4,3,3,2,1,2,1,1,1,0,0,1,1,1,1,1,0,1,2.48490665
13458,2018,louga,3,5,5,1,1,3,1,1,3,0,0,1,0,0,1,3,0,0,2.63905733
13459,2018,louga,2,1,2,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1.791759469
13461,2018,louga,5,6,0,1,0,1,0,3,0,1,0,1,0,1,0,3,1,1,2.48490665
134610,2018,louga,2,3,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,1,1.791759469
134611,2018,louga,3,2,1,2,0,2,1,0,0,0,0,0,2,2,0,0,0,1,2.079441542
134612,2018,louga,7,2,4,5,3,1,1,1,0,0,2,2,2,3,0,1,1,1,2.890371758
13462,2018,louga,3,4,4,2,0,0,3,1,1,3,2,0,0,0,0,3,0,0,2.564949357
13463,2018,louga,3,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1.609437912
13464,2018,louga,2,6,4,2,1,2,2,1,0,1,1,2,0,0,1,2,1,0,2.63905733
13465,2018,louga,2,6,2,1,1,2,1,2,0,1,0,1,0,2,1,0,0,0,2.397895273
13466,2018,louga,0,2,3,2,1,0,0,1,0,0,2,1,1,0,0,0,1,0,1.945910149
13467,2018,louga,3,1,2,1,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1.945910149
13468,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
13469,2018,louga,2,0,3,2,1,0,1,0,0,0,1,0,1,2,0,0,1,0,1.945910149
13481,2018,louga,1,2,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912
134810,2018,louga,2,6,3,3,0,1,2,3,0,1,3,1,0,1,1,1,0,0,2.63905733
134811,2018,louga,7,5,7,2,4,2,2,1,1,1,0,1,1,5,0,0,1,2,3.044522438
134812,2018,louga,3,4,4,1,1,0,2,1,1,3,0,0,0,1,1,2,0,0,2.48490665
13482,2018,louga,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1.609437912
13483,2018,louga,3,3,7,1,1,0,4,0,2,1,0,2,0,2,1,1,0,0,2.63905733
13484,2018,louga,3,3,3,3,0,0,1,0,1,2,2,1,1,0,0,1,1,2,2.48490665
13485,2018,louga,1,4,2,1,0,1,2,1,0,1,0,1,0,0,1,1,0,0,2.079441542
13486,2018,louga,4,1,7,2,0,0,4,1,1,0,2,0,1,1,0,2,1,1,2.63905733
13487,2018,louga,3,2,8,2,2,0,2,1,3,1,1,0,1,2,0,1,1,0,2.708050201
13488,2018,louga,2,7,4,3,1,2,2,2,0,3,2,0,0,2,0,0,2,0,2.772588722
13489,2018,louga,2,4,2,3,1,0,0,1,1,2,0,1,1,1,2,1,0,0,2.397895273
135,2018,dakar,3,1,3,3,1,1,2,0,0,0,0,0,1,2,2,0,0,1,2.302585093
13501,2018,louga,1,0,6,2,1,0,3,0,2,0,0,0,0,0,1,1,1,0,2.197224577
135010,2018,louga,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1.609437912
135011,2018,louga,3,2,4,2,1,0,2,0,1,2,0,0,1,1,1,1,0,1,2.397895273
135012,2018,louga,2,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1.609437912
13502,2018,louga,4,4,2,3,1,1,1,3,0,0,0,0,0,3,3,0,0,1,2.564949357
13503,2018,louga,6,8,3,1,1,2,1,4,1,1,0,1,0,3,0,2,1,1,2.890371758
13504,2018,louga,6,5,3,5,1,2,0,2,1,1,1,0,2,3,2,1,1,2,2.944438979
13505,2018,louga,2,4,5,2,3,1,1,1,1,1,0,1,0,2,2,0,0,0,2.564949357
13506,2018,louga,1,1,2,2,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1.791759469
13507,2018,louga,3,5,0,3,0,1,0,1,0,2,1,1,1,1,0,1,1,1,2.397895273
13508,2018,louga,1,1,1,3,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1.791759469
13509,2018,louga,1,0,3,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1.609437912
1351,2018,dakar,4,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1.791759469
13510,2018,dakar,2,2,4,1,1,0,3,0,0,0,0,2,0,1,1,1,0,0,2.197224577
13511,2018,dakar,2,2,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1.791759469
13512,2018,dakar,1,2,6,2,2,0,0,1,3,0,1,1,1,0,0,1,1,0,2.397895273
1352,2018,dakar,2,2,0,2,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1.791759469
1353,2018,dakar,2,0,2,3,0,0,0,0,1,0,1,1,2,0,0,0,1,1,1.945910149
13531,2018,louga,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289
135310,2018,louga,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6931471806
135311,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13532,2018,louga,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361
13533,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13534,2018,louga,2,2,1,4,0,1,0,1,0,0,2,0,1,1,1,0,1,1,2.197224577
13535,2018,louga,2,1,3,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1.791759469
13536,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
13537,2018,louga,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13538,2018,louga,8,1,6,2,4,1,1,0,1,0,0,1,2,4,0,2,0,1,2.833213344
13539,2018,louga,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1354,2018,dakar,3,1,0,2,0,0,0,0,0,1,0,0,1,2,0,0,1,1,1.791759469
1355,2018,dakar,2,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912
13551,2018,louga,2,6,3,4,0,1,1,1,0,3,2,2,3,0,1,1,0,0,2.708050201
135510,2018,louga,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135511,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135512,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13553,2018,louga,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.098612289
13554,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13555,2018,louga,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.098612289
13558,2018,louga,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13559,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1356,2018,dakar,1,4,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1.609437912
1357,2018,dakar,1,1,3,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1.791759469
13571,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135710,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135711,2018,louga,5,10,3,3,1,2,0,1,2,2,0,5,0,2,2,3,1,0,3.044522438
135712,2018,louga,2,1,3,4,0,1,2,0,1,0,0,0,2,0,1,1,1,1,2.302585093
13572,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13573,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13574,2018,louga,5,3,11,7,0,0,5,2,4,0,3,1,3,1,2,4,1,0,3.258096538
13575,2018,louga,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.098612289
13576,2018,louga,2,2,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1.791759469
13577,2018,louga,4,2,1,2,0,0,0,1,1,0,0,2,0,0,0,2,2,1,2.197224577
13578,2018,louga,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.386294361
13579,2018,louga,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.098612289
1358,2018,dakar,2,1,0,3,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1.791759469
13581,2018,louga,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
135810,2018,louga,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135811,2018,louga,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135812,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13582,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13583,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13585,2018,louga,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289
13586,2018,louga,3,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1.609437912
13587,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1359,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,2018,dakar,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1.098612289
136012,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13602,2018,louga,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
13604,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
13607,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13608,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13621,2018,louga,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.386294361
136210,2018,louga,2,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1.791759469
136211,2018,louga,1,2,5,1,1,0,2,1,1,1,1,0,0,1,1,0,0,0,2.197224577
136212,2018,louga,1,2,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1.609437912
13622,2018,louga,1,1,3,2,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1.945910149
13623,2018,louga,3,5,2,2,0,2,1,1,1,2,0,0,0,1,1,0,1,2,2.48490665
13624,2018,louga,2,5,0,2,0,2,0,3,0,0,0,0,1,0,0,1,1,1,2.197224577
13625,2018,louga,1,2,1,2,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1.791759469
13626,2018,louga,3,3,2,3,1,2,0,1,1,0,0,0,1,2,1,0,1,1,2.397895273
13627,2018,louga,2,3,0,4,0,0,0,1,0,0,1,2,2,1,0,1,1,0,2.197224577
13628,2018,louga,1,3,2,1,0,2,2,0,0,1,0,0,0,0,1,1,0,0,1.945910149
13629,2018,louga,2,2,1,2,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1.945910149
13641,2018,louga,3,2,1,1,1,0,0,2,0,0,0,0,0,1,0,1,1,1,1.945910149
136410,2018,louga,2,5,2,1,0,1,0,2,1,2,1,0,0,0,1,2,0,0,2.302585093
136411,2018,louga,5,4,3,9,2,2,1,0,0,1,0,1,4,2,2,2,3,1,3.044522438
136412,2018,louga,2,3,0,2,0,0,0,2,0,0,0,1,2,1,0,0,0,1,1.945910149
13642,2018,louga,2,3,3,0,1,0,0,2,1,1,1,0,0,1,0,0,0,1,2.079441542
13643,2018,louga,3,1,1,6,0,1,1,0,0,0,0,1,1,1,4,0,1,1,2.397895273
13644,2018,louga,3,4,3,2,0,0,1,0,1,2,1,2,1,1,1,1,0,1,2.48490665
13645,2018,louga,2,2,3,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1.945910149
13646,2018,louga,5,2,4,1,1,0,0,1,3,1,0,0,0,2,1,2,0,1,2.48490665
13647,2018,louga,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.386294361
13648,2018,louga,5,4,3,5,0,1,0,1,0,1,4,1,2,1,0,2,2,2,2.833213344
13649,2018,louga,1,2,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1.609437912
13661,2018,louga,2,4,5,2,1,0,1,1,2,3,1,0,1,0,1,2,0,0,2.564949357
136610,2018,louga,1,2,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.609437912
136611,2018,louga,2,1,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1.791759469
136612,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13662,2018,louga,1,4,0,2,0,0,0,1,0,2,0,1,1,0,1,1,0,0,1.945910149
13663,2018,louga,2,3,1,1,0,0,0,0,1,3,0,0,0,1,0,1,1,0,1.945910149
13664,2018,louga,3,2,2,1,1,0,0,0,0,1,1,2,0,0,1,1,0,1,2.079441542
13665,2018,louga,4,5,3,1,1,1,2,2,0,1,0,1,0,1,1,3,0,0,2.564949357
13666,2018,louga,5,6,2,2,1,2,0,1,1,2,0,1,1,3,0,0,1,2,2.708050201
13667,2018,louga,2,3,0,2,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1.945910149
13668,2018,louga,3,1,0,6,0,0,0,1,0,0,0,0,6,1,0,1,0,1,2.302585093
13669,2018,louga,2,2,1,1,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1.791759469
13681,2018,louga,3,3,2,1,0,3,2,0,0,0,0,0,1,1,0,2,0,0,2.197224577
136810,2018,louga,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
136811,2018,louga,2,3,3,3,0,0,1,2,1,1,1,0,2,1,0,1,1,0,2.397895273
136812,2018,louga,5,0,1,2,1,0,0,0,0,0,0,1,1,2,1,1,0,1,2.079441542
13682,2018,louga,2,2,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912
13683,2018,louga,5,2,0,1,0,1,0,1,0,0,0,0,1,2,0,2,0,1,2.079441542
13684,2018,louga,2,5,3,3,0,1,1,1,2,2,0,1,1,0,2,2,0,0,2.564949357
13685,2018,louga,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1.386294361
13686,2018,louga,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.098612289
13687,2018,louga,2,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.609437912
13688,2018,louga,1,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,1,1.791759469
13689,2018,louga,1,0,3,3,0,0,1,0,1,0,3,0,0,0,0,1,1,0,1.945910149
137,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13701,2018,louga,1,5,1,1,0,0,1,2,0,2,0,1,0,0,1,0,0,1,2.079441542
137010,2018,louga,2,4,0,4,0,0,0,1,0,2,0,1,2,1,1,0,1,1,2.302585093
137011,2018,louga,1,0,3,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1.791759469
137012,2018,louga,3,1,2,3,1,0,0,1,1,0,0,0,1,0,0,1,2,2,2.197224577
13702,2018,louga,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
13703,2018,louga,3,1,11,5,1,0,5,0,2,1,3,0,2,2,1,1,2,0,2.995732274
13704,2018,louga,4,1,2,2,1,0,0,0,0,1,1,0,1,1,0,2,1,1,2.197224577
13705,2018,louga,3,2,2,2,0,1,2,0,0,1,0,0,1,3,1,0,0,0,2.197224577
13706,2018,louga,3,1,2,2,0,0,1,0,0,1,1,0,2,2,0,0,0,1,2.079441542
13707,2018,louga,7,5,0,5,0,0,0,2,0,0,0,3,1,4,3,1,1,2,2.833213344
13708,2018,louga,4,6,5,5,2,0,1,2,0,2,3,2,3,1,1,2,0,1,2.995732274
13709,2018,louga,1,2,2,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1.791759469
1371,2018,dakar,2,2,2,3,1,2,1,0,0,0,0,0,1,0,2,1,0,1,2.197224577
13710,2018,dakar,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
13711,2018,dakar,3,2,3,2,2,0,0,1,1,1,0,0,2,2,0,0,0,1,2.302585093
13712,2018,dakar,8,7,4,8,1,1,0,3,1,2,3,1,4,2,3,5,0,1,3.295836866
1372,2018,dakar,2,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1.791759469
13721,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
137210,2018,louga,2,2,0,2,0,2,0,0,0,0,0,0,1,2,0,0,1,0,1.791759469
137211,2018,louga,5,7,0,2,0,0,0,2,0,2,0,3,1,3,1,1,0,1,2.63905733
137212,2018,louga,2,1,3,3,0,0,1,1,2,0,0,0,0,0,2,1,1,1,2.197224577
13722,2018,louga,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1.609437912
13723,2018,louga,2,0,3,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1.609437912
13724,2018,louga,4,5,1,1,1,0,0,1,0,2,0,2,1,0,0,4,0,0,2.397895273
13725,2018,louga,1,2,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
13726,2018,louga,4,1,3,2,0,0,0,0,2,1,2,1,1,1,0,2,0,0,2.302585093
13727,2018,louga,3,4,5,1,1,1,3,0,0,3,1,0,0,1,1,1,0,1,2.564949357
13728,2018,louga,5,3,2,0,1,0,0,2,1,1,0,0,0,3,0,1,0,1,2.302585093
13729,2018,louga,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.098612289
1373,2018,dakar,3,0,3,1,0,0,0,0,2,0,1,1,0,1,0,1,1,0,1.945910149
1374,2018,dakar,2,0,3,2,0,0,2,0,1,0,0,0,1,1,1,1,0,0,1.945910149
13741,2018,louga,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.386294361
137410,2018,louga,7,9,3,3,1,3,1,2,1,4,0,0,1,3,2,3,0,1,3.091042453
137411,2018,louga,1,5,7,0,0,2,1,0,3,2,3,1,0,0,0,1,0,0,2.564949357
137412,2018,louga,1,0,3,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.609437912
13742,2018,louga,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
13743,2018,louga,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.386294361
13744,2018,louga,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
13745,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
13746,2018,louga,3,1,3,0,1,1,1,0,0,0,1,0,0,0,0,1,0,2,1.945910149
13747,2018,louga,2,0,3,2,1,0,0,0,2,0,0,0,0,0,2,1,0,1,1.945910149
13748,2018,louga,7,7,3,4,1,0,1,1,1,4,1,2,2,4,0,2,1,1,3.044522438
13749,2018,louga,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.386294361
1375,2018,dakar,4,6,4,5,2,1,2,4,0,0,0,1,2,2,3,1,0,1,2.944438979
1376,2018,dakar,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.609437912
1377,2018,dakar,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289
13771,2018,louga,2,7,4,2,0,2,3,2,1,1,0,2,0,0,1,1,1,1,2.708050201
137710,2018,louga,1,2,4,2,1,0,1,1,1,0,1,1,2,1,0,0,0,0,2.197224577
137711,2018,louga,1,4,1,2,0,1,1,1,0,1,0,1,0,0,1,1,1,0,2.079441542
137712,2018,louga,3,5,5,4,2,1,1,2,2,1,1,2,2,0,1,1,0,1,2.833213344
13772,2018,louga,4,6,4,4,0,4,1,1,3,0,0,1,2,2,1,1,1,1,2.890371758
13773,2018,louga,5,0,5,4,2,0,2,0,0,0,2,1,1,2,1,1,1,1,2.63905733
13774,2018,louga,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1.386294361
13775,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13776,2018,louga,3,4,3,4,1,1,1,1,0,2,1,1,2,0,1,1,1,1,2.63905733
13777,2018,louga,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1.609437912
13778,2018,louga,4,9,6,6,0,2,3,2,2,4,2,1,2,1,2,2,1,1,3.218875825
13779,2018,louga,2,1,4,1,3,0,1,1,0,0,0,0,0,2,1,0,0,0,2.079441542
1378,2018,dakar,2,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912
1379,2018,dakar,4,4,3,2,1,3,2,1,0,0,0,0,2,2,0,1,0,1,2.564949357
13791,2018,louga,1,5,0,1,0,1,0,3,0,1,0,0,0,1,1,0,0,0,1.945910149
137910,2018,louga,6,12,10,6,2,3,3,4,3,3,2,2,1,1,5,4,0,1,3.526360525
137911,2018,louga,5,3,7,1,2,0,3,1,2,0,0,2,0,1,0,2,1,2,2.772588722
137912,2018,louga,3,6,3,1,0,1,1,1,0,1,2,3,1,0,0,2,0,1,2.564949357
13792,2018,louga,5,1,7,3,1,0,2,1,3,0,1,0,1,1,1,3,1,1,2.772588722
13793,2018,louga,2,5,4,1,1,0,0,1,1,2,2,2,0,0,0,2,1,0,2.48490665
13794,2018,louga,4,3,0,1,0,0,0,1,0,1,0,1,1,0,0,2,0,2,2.079441542
13795,2018,louga,6,5,2,3,1,0,0,2,1,2,0,1,0,1,1,3,2,2,2.772588722
13796,2018,louga,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1.386294361
13797,2018,louga,1,4,2,1,0,1,2,1,0,2,0,0,0,0,0,1,1,0,2.079441542
13798,2018,louga,1,4,2,1,0,1,1,1,1,0,0,2,0,0,0,1,1,0,2.079441542
13799,2018,louga,7,5,0,0,0,1,0,4,0,0,0,0,0,2,0,3,0,2,2.48490665
138,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13811,2018,louga,4,6,3,3,1,1,1,2,1,1,0,2,0,1,2,2,1,1,2.772588722
138110,2018,louga,3,2,10,3,1,0,3,1,3,0,4,1,0,0,1,2,1,1,2.890371758
138111,2018,louga,1,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.609437912
138112,2018,louga,4,6,4,1,0,2,2,1,1,2,1,1,0,1,1,2,0,1,2.708050201
13812,2018,louga,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.386294361
13813,2018,louga,4,7,7,4,1,1,0,5,3,0,3,1,1,2,2,2,1,0,3.091042453
13814,2018,louga,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1.386294361
13815,2018,louga,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361
